no;id;unit;time;value;sec.agriculture;sec.energy;sec.industry;sec.construction;sec.services.venta;sec.services.nonventa;school.illit;school.prim;school.med;school.high;school.post.high;popdens;invest;invest_ratio;value_raw
18;1;Spain (Espana);1972;5.074264322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.08349991;4.549132336;5.074264322
19;1;Spain (Espana);1973;5.373536202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.41106796;4.542831209;5.373536202
20;1;Spain (Espana);1974;5.506783654;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25.05462456;4.549774629;5.506783654
21;1;Spain (Espana);1975;5.632604813;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.15032959;4.110057488;5.632604813
22;1;Spain (Espana);1976;5.697443553;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.43714142;3.938106839;5.697443553
23;1;Spain (Espana);1977;5.759497269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.73549652;3.773853082;5.759497269
24;1;Spain (Espana);1978;5.716652368;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.06911469;3.685568639;5.716652368
25;1;Spain (Espana);1979;5.687232237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.06662178;3.528363349;5.687232237
26;1;Spain (Espana);1980;5.710796845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.9076252;3.485962771;5.710796845
27;1;Spain (Espana);1981;5.759925701;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.12185097;3.319808616;5.759925701
28;1;Spain (Espana);1982;5.82526435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.20430946;3.296727549;5.82526435
29;1;Spain (Espana);1983;5.893530542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.4446907;3.129650483;5.893530542
30;1;Spain (Espana);1984;6.004213204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16.78216171;2.795064256;6.004213204
31;1;Spain (Espana);1985;6.116395159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.4106369;2.846552005;6.116395159
32;1;Spain (Espana);1986;6.496501139;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.96013451;2.764585755;6.496501139
33;1;Spain (Espana);1987;6.878177454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.29797745;2.805681821;6.878177454
34;1;Spain (Espana);1988;7.242930504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.82528496;2.875256769;7.242930504
35;1;Spain (Espana);1989;7.608540417;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.47564125;2.95400169;7.608540417
36;1;Spain (Espana);1990;7.794915564;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.3564167;2.996365581;7.794915564
37;1;Spain (Espana);1991;7.978435082;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.14640808;2.901121316;7.978435082
38;1;Spain (Espana);1992;7.834903964;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.43602753;2.863599558;7.834903964
39;1;Spain (Espana);1993;7.692087626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.37486076;2.648807678;7.692087626
40;1;Spain (Espana);1994;7.889888778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.2575531;2.567533418;7.889888778
41;1;Spain (Espana);1995;8.094829874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.20672989;2.619786977;8.094829874
42;1;Spain (Espana);1996;8.324049923;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.324049923
43;1;Spain (Espana);1997;8.670379543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.670379543
44;2;Andalucia;1955;1.68873183;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.68873183
45;2;Andalucia;1956;1.758497533;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.758497533
46;2;Andalucia;1957;1.827620697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.827620697
47;2;Andalucia;1958;1.852756294;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.852756294
48;2;Andalucia;1959;1.878034847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.878034847
49;2;Andalucia;1960;2.01013996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.01013996
50;2;Andalucia;1961;2.129177474;27.71999931;2.779999971;18.45000076;6.96999979;36.63000107;7.449999809;NA;NA;NA;NA;NA;NA;NA;NA;2.129177474
51;2;Andalucia;1962;2.280348446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.280348446
52;2;Andalucia;1963;2.431019726;27.12999916;2.549999952;18.10000038;7.730000019;37.66999817;6.820000172;NA;NA;NA;NA;NA;NA;NA;NA;2.431019726
53;2;Andalucia;1964;2.508854587;NA;NA;NA;NA;NA;NA;924.4030151;3028.127197;129.5121002;48.95936203;24.93797302;NA;17.40149498;6.936031714;2.508854587
54;2;Andalucia;1965;2.584690028;24.52000046;2.650000095;18.18000031;8.550000191;38.31999969;7.78000021;899.348999;3036.816406;136.1797485;51.77721786;25.75277328;NA;18.30896378;7.083620698;2.584690028
55;2;Andalucia;1966;2.694444349;NA;NA;NA;NA;NA;NA;874.7876587;3049.442383;143.5947266;54.98322678;26.6312027;NA;18.42999268;6.839997525;2.694444349
56;2;Andalucia;1967;2.802342205;21.87000084;2.650000095;18.21999931;8.539999962;39.08000183;9.649999619;850.7105713;3072.635986;152.235733;58.61037827;27.67255402;NA;19.11565781;6.821314602;2.802342205
57;2;Andalucia;1968;2.987360798;NA;NA;NA;NA;NA;NA;827.1092529;3086.955078;174.5954895;62.49102783;28.29547119;NA;20.60848618;6.898559488;2.987360798
58;2;Andalucia;1969;3.179091775;19.72999954;3.24000001;18.43000031;8.859999657;39.22999954;10.52000046;803.9754639;3100.572266;197.2741089;66.77776337;30.38356972;68.51000214;22.05558968;6.937701468;3.179091775
59;2;Andalucia;1970;3.354327265;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.31376266;6.95035422;3.354327265
60;2;Andalucia;1971;3.522922066;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.3175087;6.334942494;3.522922066
61;2;Andalucia;1972;3.75621265;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.12729263;5.890851955;3.75621265
62;2;Andalucia;1973;3.987717812;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.80194855;5.46727466;3.987717812
63;2;Andalucia;1974;4.051842209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.64689636;5.836085204;4.051842209
64;2;Andalucia;1975;4.112182199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.75741577;5.534145782;4.112182199
65;2;Andalucia;1976;4.221793564;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.53026199;5.09979033;4.221793564
66;2;Andalucia;1977;4.331690841;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.89835548;4.362812624;4.331690841
67;2;Andalucia;1978;4.305198689;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.81292725;4.60209358;4.305198689
68;2;Andalucia;1979;4.226935179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.69168091;4.658619088;4.226935179
69;2;Andalucia;1980;4.211511206;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.92322159;4.968103031;4.211511206
70;2;Andalucia;1981;4.207012457;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.83072662;5.189128116;4.207012457
71;2;Andalucia;1982;4.249071537;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.18537712;5.221229374;4.249071537
72;2;Andalucia;1983;4.291630963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.12686348;4.922805261;4.291630963
73;2;Andalucia;1984;4.358683338;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.92480659;4.571290238;4.358683338
74;2;Andalucia;1985;4.426592577;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.38249588;4.604556559;4.426592577
75;2;Andalucia;1986;4.663238918;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.37265015;4.154333606;4.663238918
76;2;Andalucia;1987;4.90067108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.49320412;4.181713848;4.90067108
77;2;Andalucia;1988;5.159597171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.35856628;4.52720736;5.159597171
78;2;Andalucia;1989;5.417737876;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25.76229286;4.755175213;5.417737876
79;2;Andalucia;1990;5.585261162;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28.31832504;5.070188165;5.585261162
80;2;Andalucia;1991;5.749214475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.49245262;4.608012579;5.749214475
81;2;Andalucia;1992;5.641245358;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.3187294;4.310879576;5.641245358
82;2;Andalucia;1993;5.53491849;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.18367386;3.827278378;5.53491849
83;2;Andalucia;1994;5.638817289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.26839066;3.594440042;5.638817289
84;2;Andalucia;1995;5.720722686;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.172575;3.875834613;5.720722686
85;2;Andalucia;1996;5.995929612;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.995929612
86;2;Andalucia;1997;6.300985537;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.300985537
87;3;Aragon;1955;2.288774557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.288774557
88;3;Aragon;1956;2.445158622;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.445158622
89;3;Aragon;1957;2.603398933;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.603398933
90;3;Aragon;1958;2.639031758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.639031758
91;3;Aragon;1959;2.677092216;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.677092216
92;3;Aragon;1960;2.881462361;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.881462361
93;3;Aragon;1961;3.09954297;25.06999969;6.909999847;21.65999985;6.800000191;32.84999847;6.710000038;NA;NA;NA;NA;NA;NA;NA;NA;3.09954297
94;3;Aragon;1962;3.359183186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.359183186
95;3;Aragon;1963;3.614181697;25.34000015;6.079999924;21.72999954;7.53000021;33.34999847;5.960000038;NA;NA;NA;NA;NA;NA;NA;NA;3.614181697
96;3;Aragon;1964;3.680091298;NA;NA;NA;NA;NA;NA;77.66946411;722.2851563;36.21180725;14.24905682;8.341134071;NA;21.2724781;5.780421294;3.680091298
97;3;Aragon;1965;3.745286991;21.02000046;6.269999981;23.60000038;8.289999962;34.22999954;6.599999905;75.80380249;723.7768555;38.29935837;14.87175655;8.452472687;NA;22.76789665;6.079079309;3.745286991
98;3;Aragon;1966;3.883319104;NA;NA;NA;NA;NA;NA;73.97335815;726.2231445;40.62442398;15.58571911;8.575725555;NA;21.47642517;5.53043018;3.883319104
99;3;Aragon;1967;4.016138124;18.47999954;6.079999924;23.37999916;8.430000305;35.70999908;7.929999828;72.17754364;730.9748535;43.3277626;16.39621353;8.741209984;NA;19.72917557;4.912474362;4.016138124
100;3;Aragon;1968;4.243644882;NA;NA;NA;NA;NA;NA;70.41575623;733.1019897;49.99372482;17.25273705;8.765982628;NA;20.58488083;4.850754811;4.243644882
101;3;Aragon;1969;4.476220905;18.71999931;6.050000191;23.53000069;8.109999657;35.31000137;8.279999733;68.68743134;735.1115723;56.83525467;18.19457245;9.229969978;24.04000092;23.63405991;5.279913661;4.476220905
102;3;Aragon;1970;4.59625802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.92695808;5.423315657;4.59625802
103;3;Aragon;1971;4.723721864;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.16131401;4.69149426;4.723721864
104;3;Aragon;1972;5.001285382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.90011978;4.378898245;5.001285382
105;3;Aragon;1973;5.283490606;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.70714569;4.297754531;5.283490606
106;3;Aragon;1974;5.442373782;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25.39490509;4.666144978;5.442373782
107;3;Aragon;1975;5.600971046;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25.42235947;4.538919994;5.600971046
108;3;Aragon;1976;5.73657509;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.06188011;4.543107987;5.73657509
109;3;Aragon;1977;5.866395525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.85999298;3.896769811;5.866395525
110;3;Aragon;1978;5.925021353;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.28665733;3.592671835;5.925021353
111;3;Aragon;1979;5.952799235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.49224472;3.442455207;5.952799235
112;3;Aragon;1980;5.974721595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.72980309;3.469584776;5.974721595
113;3;Aragon;1981;6.011139587;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.82062531;3.463673569;6.011139587
114;3;Aragon;1982;6.133604772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.48906708;4.318678504;6.133604772
115;3;Aragon;1983;6.260854181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.56237602;2.805108618;6.260854181
116;3;Aragon;1984;6.372893616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.1013279;2.840362477;6.372893616
117;3;Aragon;1985;6.49550132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.53323936;3.007195042;6.49550132
118;3;Aragon;1986;6.926520924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.32587624;2.645754837;6.926520924
119;3;Aragon;1987;7.358611825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.59950447;2.663478511;7.358611825
120;3;Aragon;1988;7.802770288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.082304;2.573740256;7.802770288
121;3;Aragon;1989;8.242645307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.15775108;2.688184467;8.242645307
122;3;Aragon;1990;8.458297629;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.21042442;2.62587407;8.458297629
123;3;Aragon;1991;8.668237821;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.01795578;2.540072877;8.668237821
124;3;Aragon;1992;8.466866261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.86540413;2.700574619;8.466866261
125;3;Aragon;1993;8.256926941;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.55924225;2.611049171;8.256926941
126;3;Aragon;1994;8.573978515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.92118645;2.556711148;8.573978515
127;3;Aragon;1995;8.846758243;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.66674423;2.336081044;8.846758243
128;3;Aragon;1996;9.096686835;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.096686835
129;3;Aragon;1997;9.51870894;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.51870894
130;4;Principado De Asturias;1955;2.502927805;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.502927805
131;4;Principado De Asturias;1956;2.615538409;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.615538409
132;4;Principado De Asturias;1957;2.725792639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.725792639
133;4;Principado De Asturias;1958;2.751856578;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.751856578
134;4;Principado De Asturias;1959;2.777420824;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.777420824
135;4;Principado De Asturias;1960;2.96729512;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.96729512
136;4;Principado De Asturias;1961;3.143887382;14.11999989;21.36000061;22.07999992;9.029999733;28.45999908;4.949999809;NA;NA;NA;NA;NA;NA;NA;NA;3.143887382
137;4;Principado De Asturias;1962;3.37353608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.37353608
138;4;Principado De Asturias;1963;3.597257996;15.17000008;19.04000092;22.36000061;8.960000038;29.70999908;4.769999981;NA;NA;NA;NA;NA;NA;NA;NA;3.597257996
139;4;Principado De Asturias;1964;3.672593527;NA;NA;NA;NA;NA;NA;29.01267433;668.6000977;37.55399704;12.83838558;5.938287735;NA;21.04845428;5.731223488;3.672593527
140;4;Principado De Asturias;1965;3.743358831;12.10000038;18.46999931;24.40999985;9.56000042;30.03000069;5.429999828;30.04428864;668.965332;39.88791275;13.50268364;6.106203079;NA;22.65950203;6.053254057;3.743358831
141;4;Principado De Asturias;1966;3.909382824;NA;NA;NA;NA;NA;NA;31.04444122;670.012207;42.48976135;14.26056004;6.287752628;NA;22.34093475;5.714696093;3.909382824
142;4;Principado De Asturias;1967;4.073122139;10.56000042;18.30999947;24.79999924;8.680000305;31.17000008;6.480000019;32.01376724;672.9226685;45.51075745;15.11903095;6.506111622;NA;21.48145676;5.273953498;4.073122139
143;4;Principado De Asturias;1968;4.308626142;NA;NA;NA;NA;NA;NA;32.95290375;672.7047729;52.73724365;16.03348541;6.624710083;NA;23.03805351;5.346960436;4.308626142
144;4;Principado De Asturias;1969;4.54970019;9.859999657;16.05999947;26.97999954;8.800000191;31.38999939;6.909999847;33.86246109;672.2512817;60.21121979;17.04200172;7.083964348;98.73999786;26.04945374;5.725531935;4.54970019
145;4;Principado De Asturias;1970;4.631605151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.93717957;5.168225439;4.631605151
146;4;Principado De Asturias;1971;4.699657345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.74786377;4.627542429;4.699657345
147;4;Principado De Asturias;1972;5.022564877;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.0096817;4.183058301;5.022564877
148;4;Principado De Asturias;1973;5.345615364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.83140182;4.271052118;5.345615364
149;4;Principado De Asturias;1974;5.502499338;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.347826;4.424866685;5.502499338
150;4;Principado De Asturias;1975;5.651956584;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.06209564;4.080373814;5.651956584
151;4;Principado De Asturias;1976;5.592259459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.9734211;3.75043777;5.592259459
152;4;Principado De Asturias;1977;5.538703332;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.23924637;4.015244189;5.538703332
153;4;Principado De Asturias;1978;5.614610251;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.36667442;3.449335494;5.614610251
154;4;Principado De Asturias;1979;5.704298894;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.12825203;3.177998272;5.704298894
155;4;Principado De Asturias;1980;5.796986558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16.13027573;2.782527709;5.796986558
156;4;Principado De Asturias;1981;5.9356611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.48353386;2.608560967;5.9356611
157;4;Principado De Asturias;1982;5.849757299;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.84812355;3.051087872;5.849757299
158;4;Principado De Asturias;1983;5.769066155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.33508301;3.004833458;5.769066155
159;4;Principado De Asturias;1984;5.887318066;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.75010681;2.675260048;5.887318066
160;4;Principado De Asturias;1985;6.011282543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16.30555344;2.712491606;6.011282543
161;4;Principado De Asturias;1986;6.234790025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.25485802;3.08829294;6.234790025
162;4;Principado De Asturias;1987;6.465295804;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.51031876;3.327043249;6.465295804
163;4;Principado De Asturias;1988;6.688160421;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.13117218;3.159489434;6.688160421
164;4;Principado De Asturias;1989;6.913524585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.36362076;2.945476002;6.913524585
165;4;Principado De Asturias;1990;6.98314755;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.21227646;3.180840201;6.98314755
166;4;Principado De Asturias;1991;7.040631039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.66043091;3.360555436;7.040631039
167;4;Principado De Asturias;1992;6.92280756;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.54001999;2.967007217;6.92280756
168;4;Principado De Asturias;1993;6.798343174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.53783798;2.726817036;6.798343174
169;4;Principado De Asturias;1994;6.954155851;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.60737801;2.675720591;6.954155851
170;4;Principado De Asturias;1995;7.116466916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.4219799;2.588641263;7.116466916
171;4;Principado De Asturias;1996;7.217223738;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.217223738
172;4;Principado De Asturias;1997;7.475721397;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.475721397
173;5;Baleares (Islas);1955;3.14395886;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.14395886
174;5;Baleares (Islas);1956;3.347757836;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.347757836
175;5;Baleares (Islas);1957;3.549628651;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.549628651
176;5;Baleares (Islas);1958;3.642673487;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.642673487
177;5;Baleares (Islas);1959;3.734861677;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.734861677
178;5;Baleares (Islas);1960;4.058840506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.058840506
179;5;Baleares (Islas);1961;4.360254108;16.34000015;2.140000105;22.15999985;7.059999943;45.38000107;6.929999828;NA;NA;NA;NA;NA;NA;NA;NA;4.360254108
180;5;Baleares (Islas);1962;4.646172696;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.646172696
